0.743053539,0.556902951,0.274512872,0.114895248,0.169879754,0.362159102,0.643669076,0.626549414,0.260123206,0.081282936,0.068738219,0.040577035,0.031724411,0.012944245,0.004789482,0.010657577
0.338427483,1.019380257,0.47677435,0.153240556,0.045118946,0.180904207,0.488454335,0.64979841,0.511462032,0.158302871,0.054937989,0.036343367,0.018993471,0.011783276,0.004724274,0.006172944
0.167000478,0.482994991,1.575048327,0.424434337,0.064038584,0.041142644,0.153813709,0.434638564,0.596351055,0.273942326,0.089572371,0.02537455,0.013691655,0.012196177,0.010326924,0.006391541
0.076621275,0.148468675,0.481119996,1.315291022,0.214447159,0.048961125,0.035378821,0.195182213,0.413058395,0.473632892,0.235856236,0.059193475,0.019227112,0.012988236,0.005969448,0.004967225
0.150173898,0.076520967,0.097304471,0.431343773,1.273362796,0.247384462,0.05434262,0.024300592,0.137494148,0.423372741,0.274568534,0.122615758,0.023487388,0.005192665,0.005391519,0.005056989
0.399871607,0.148321996,0.044218917,0.080451611,0.243363174,0.999410948,0.213539793,0.032281334,0.017344396,0.074291319,0.187622144,0.119911155,0.050883842,0.011422473,0.001722618,0.007144374
0.526771139,0.502087812,0.224236107,0.042383697,0.05911122,0.200692656,0.860467576,0.202138082,0.065748639,0.018937368,0.036234707,0.059374608,0.058650099,0.01084836,0.005327303,0.004486132
0.473360262,0.716889754,0.561914282,0.204017449,0.028123717,0.034650672,0.15256411,0.891350529,0.166378888,0.0381297,0.023290456,0.017465846,0.032654939,0.019910728,0.008503999,0.003439458
0.25022299,0.55505952,0.732970218,0.465975782,0.106834651,0.032506196,0.080236922,0.186502083,0.793247043,0.149424008,0.040122483,0.008071121,0.023525327,0.026980495,0.010763115,0.007354624
0.130973029,0.290863094,0.482644695,0.642080612,0.335546804,0.083934342,0.032134417,0.085886079,0.165205355,0.740711875,0.146901123,0.032456198,0.013800789,0.01042745,0.009010233,0.017627439
0.199310326,0.182583326,0.333140375,0.433935163,0.385842028,0.229158998,0.092151893,0.051009884,0.089432198,0.187591815,0.710699776,0.149628467,0.030059618,0.008981926,0.00925077,0.026284135
0.324367961,0.337237877,0.232906125,0.316273111,0.286115355,0.335252757,0.252757876,0.08227311,0.044809362,0.131045258,0.222427203,0.719897509,0.145354659,0.044024363,0.007492955,0.021603578
0.361723085,0.341089804,0.234824342,0.206697086,0.146121,0.208385663,0.27996355,0.193908305,0.096433931,0.050760211,0.098920728,0.20044439,0.661396002,0.114639941,0.023685301,0.007174627
0.259003281,0.391233049,0.350051225,0.186253891,0.125731553,0.137134734,0.232902832,0.286283509,0.249354646,0.079200565,0.074363516,0.111192059,0.15894962,0.649303744,0.090728933,0.01473421
0.124750218,0.373125628,0.341998515,0.264016297,0.05227647,0.108426604,0.09793351,0.227488708,0.256605282,0.178812685,0.106845481,0.056668599,0.120335056,0.162833354,0.446232763,0.098342554
0.228046347,0.278532345,0.435332175,0.348994918,0.086320797,0.080788777,0.102845325,0.215408552,0.248526859,0.26572571,0.300764971,0.124943095,0.057721462,0.095151848,0.093341947,0.302433294
